14:23:03.962 block83.bin: 613.69;4;0;1;0;113;12;35;39;180.80;180.30;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:04.022 block84.bin: 613.69;4;0;1;0;113;7;35;39;180.10;179.60;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:04.074 block85.bin: 613.69;4;0;1;0;113;5;35;39;180.10;179.60;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:04.129 block86.bin: 613.70;3;0;1;0;113;9;35;40;180.40;179.90;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:04.182 block87.bin: 613.70;3;0;1;0;113;5;35;40;180.10;179.70;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:04.258 block88.bin: 613.70;3;0;1;0;113;0;35;40;180.20;179.70;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:04.310 block89.bin: 613.70;3;0;1;0;113;7;35;40;180.40;179.90;66;0.00;125;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:04.366 block90.bin: 613.70;3;0;1;0;113;0;35;40;180.40;179.90;66;0.00;127;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;
14:23:04.419 block91.bin: 613.70;2;0;1;0;113;4;35;40;180.80;180.20;66;0.00;126;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:04.460 block92.bin: 613.71;3;0;1;0;113;65;35;40;179.40;178.20;66;0.00;127;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;
14:23:04.526 block93.bin: 613.71;4;0;1;0;113;47;36;40;176.30;174.60;66;0.00;126;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;
14:23:04.585 block94.bin: 613.71;5;0;1;0;113;99;36;40;177.20;175.60;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:04.652 block95.bin: 613.71;6;0;1;0;113;0;36;41;175.90;174.10;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:04.685 block96.bin: 613.72;6;0;1;0;113;16;36;41;179.90;179.40;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:04.763 block97.bin: 613.72;5;0;1;0;113;10;36;41;179.00;178.40;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:04.817 block98.bin: 613.72;5;0;1;0;113;1;36;41;180.40;179.90;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:04.870 block99.bin: 613.73;4;0;1;0;113;0;35;42;180.00;179.60;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:04.923 block100.bin: 613.73;4;0;1;0;113;10;35;42;180.50;180.10;66;0.00;127;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;
14:23:04.971 block101.bin: 613.73;4;0;1;0;113;4;35;42;179.80;179.30;66;0.00;126;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:05.027 block102.bin: 613.73;3;0;1;0;113;0;35;42;180.30;179.80;66;0.00;127;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;
14:23:05.080 block103.bin: 613.74;2;0;1;0;113;10;36;42;180.80;180.30;66;0.00;126;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:05.138 block104.bin: 613.74;2;0;1;0;113;12;36;42;180.10;179.60;66;0.00;127;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;
14:23:05.190 block105.bin: 613.74;3;0;1;0;113;39;36;42;179.30;178.50;66;0.00;126;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;
14:23:05.250 block106.bin: 613.74;4;0;1;0;113;81;36;42;176.00;173.90;66;0.00;127;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;
14:23:05.312 block107.bin: 613.74;6;0;1;0;113;99;37;43;174.50;171.70;66;0.00;126;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;
14:23:05.370 block108.bin: 613.75;7;0;1;0;113;81;37;43;174.20;171.60;66;0.00;127;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:05.438 block109.bin: 613.75;7;0;1;0;113;0;37;43;179.00;178.20;66;0.00;126;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;
14:23:05.493 block110.bin: 613.76;6;0;1;0;113;0;37;44;179.70;179.20;66;0.00;126;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:05.546 block111.bin: 613.76;5;0;1;0;113;0;36;44;179.90;179.50;66;0.00;127;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;
14:23:05.599 block112.bin: 613.76;5;0;1;0;113;21;36;44;180.00;179.50;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:05.656 block113.bin: 613.77;5;0;1;0;113;0;36;45;178.60;177.90;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:05.723 block114.bin: 613.77;4;0;1;0;113;0;36;45;180.20;179.70;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:05.775 block115.bin: 613.77;4;0;1;0;113;0;36;45;180.30;179.80;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:05.832 block116.bin: 613.77;3;0;1;0;113;0;36;45;180.30;179.80;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:05.884 block117.bin: 613.78;3;0;1;0;113;2;36;46;180.20;179.60;66;0.00;129;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:05.937 block118.bin: 613.78;3;0;1;0;113;0;36;46;179.20;178.60;66;0.00;129;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;
14:23:06.008 block119.bin: 613.78;3;0;1;0;113;0;36;46;180.40;179.80;66;0.00;126;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:06.060 block120.bin: 613.78;2;0;1;0;113;0;36;46;180.50;179.90;66;0.00;127;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;
14:23:06.127 block121.bin: 613.78;2;0;1;0;113;3;36;46;180.20;179.80;66;0.00;126;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:06.157 block122.bin: 613.78;2;0;1;0;113;23;36;46;180.00;179.50;66;0.00;127;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;
14:23:06.222 block123.bin: 613.78;2;0;1;0;113;23;36;46;179.30;178.60;66;0.00;125;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;
14:23:06.268 block124.bin: 613.79;3;0;1;0;113;56;37;46;178.00;176.70;66;0.00;127;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:06.327 block125.bin: 613.79;4;0;1;0;113;40;37;46;176.50;174.80;66;0.00;128;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:06.383 block126.bin: 613.79;5;0;1;0;113;32;37;46;176.70;174.50;66;0.00;128;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:06.442 block127.bin: 613.80;5;0;1;0;113;0;37;46;179.50;179.00;66;0.00;128;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:06.496 block128.bin: 613.80;5;0;1;0;113;19;37;47;177.10;175.70;66;0.00;128;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
14:23:06.571 block129.bin: 613.80;5;0;1;0;113;0;37;47;178.80;178.40;66;0.00;128;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;
