17:41:18.809 block71.bin: 620.49;4;33;0;1;37.00;10.20;0;113;9;40;54;100.10;171.10;170.40;56;1741;127;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:18.862 block72.bin: 620.51;4;32;0;1;109.00;-10.20;0;113;0;40;54;100.30;171.80;171.50;56;1692;128;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:18.939 block73.bin: 620.52;4;28;0;1;38.00;7.30;0;113;9;40;54;100.50;172.70;172.30;56;1485;127;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:18.973 block74.bin: 620.54;4;28;0;1;30.00;-6.00;0;113;10;40;54;100.40;172.10;171.80;56;1468;127;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:19.045 block75.bin: 620.56;4;28;0;1;30.00;8.40;0;113;7;40;54;100.40;172.10;171.80;56;1472;128;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:19.101 block76.bin: 620.57;4;28;0;1;110.00;-9.50;0;113;0;40;54;100.40;172.00;171.60;56;1456;128;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:19.169 block77.bin: 620.58;4;19;0;1;5.30;-3.40;0;113;1;40;54;100.60;173.00;172.40;56;1004;128;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:19.220 block78.bin: 620.60;4;18;0;1;118.00;10.60;0;113;32;40;53;100.60;172.50;172.30;56;969;126;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:19.251 block79.bin: 620.61;4;24;0;1;110.00;10.00;0;113;30;40;53;100.30;171.60;171.20;56;1256;125;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:19.322 block80.bin: 620.62;5;20;0;1;67.00;-6.20;0;113;0;40;53;100.30;172.20;171.70;56;1062;126;0;0;0;0;0;0;0;0;0;0;1;1;
17:41:19.380 block81.bin: 620.63;5;21;0;1;152.00;24.20;0;113;38;40;53;100.50;172.10;171.80;56;1095;125;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:19.435 block82.bin: 620.65;5;23;0;1;21.00;-0.80;0;113;5;40;53;100.30;171.70;171.30;56;1209;126;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:19.476 block83.bin: 620.66;5;28;0;1;121.00;24.00;0;113;30;40;53;100.30;171.40;170.90;56;1467;125;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:19.556 block84.bin: 620.68;5;38;0;1;172.00;46.20;0;113;98;41;53;99.90;170.00;168.90;56;2002;126;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:19.592 block85.bin: 620.70;5;47;0;1;162.00;50.50;0;113;99;41;53;99.80;169.60;168.50;56;2434;125;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:19.660 block86.bin: 620.73;5;54;0;1;154.00;52.10;0;113;99;41;53;99.70;169.40;168.00;56;2783;126;0;0;0;0;0;0;1;0;0;0;1;0;
17:41:19.719 block87.bin: 620.76;5;57;0;1;47.00;36.70;0;113;0;41;53;99.60;169.20;167.80;56;2949;127;0;0;0;0;0;0;0;0;0;0;1;0;
17:41:19.782 block88.bin: 620.80;5;56;0;1;69.00;21.40;0;113;21;41;54;100.10;170.70;170.00;56;2927;127;0;0;0;0;0;0;0;0;0;0;1;0;
